1 44 1
1 85 1
1 86 2
1 91 1
1 100 1
1 163 1
1 170 2
1 181 7
1 186 1
1 201 1
1 366 1
1 391 1
1 393 1
1 435 3
1 453 1
1 479 1
1 489 1
1 519 1
1 593 1
1 604 1
1 618 1
1 702 2
1 704 2
1 744 1
1 834 2
1 865 2
1 1083 1
1 1099 1
1 1103 2
1 1139 1
1 1145 1
1 1185 1
1 1193 1
1 1313 1
1 1398 1
1 1407 1
1 1421 1
1 1451 1
1 1622 1
1 1712 2
1 1715 1
1 1815 1
1 1822 1
1 1851 1
1 1855 4
1 1910 3
1 1988 1
1 1991 1
1 2021 1
1 2090 1
1 2094 1
1 2130 6
1 2182 1
1 2198 1
1 2216 2
1 2261 1
1 2263 2
1 2269 1
1 2341 1
1 2415 1
1 2425 1
1 2444 2
1 2457 1
1 2569 3
1 2570 1
1 2652 1
1 2663 1
1 2670 1
1 2694 1
1 2711 1
1 2725 1
1 2740 1
1 2743 1
1 2754 1
1 2767 1
1 2830 2
1 2864 1
1 2866 1
1 2875 1
1 2910 1
1 2973 1
1 3019 1
1 3057 1
1 3075 2
1 3076 1
1 3079 1
1 3128 1
1 3150 1
1 3168 3
1 3185 1
1 3210 1
1 3260 1
1 3293 1
1 3324 1
1 3338 1
1 3550 1
1 3791 1
1 3855 1
1 3932 1
1 3938 1
1 4013 2
1 4027 1
1 4060 2
1 4097 1
1 4147 1
1 4148 1
1 4257 1
1 4302 1
1 4339 1
1 4362 1
1 4370 1
1 4430 1
1 4442 1
1 4466 1
1 4490 1
1 4507 1
1 4576 1
1 4580 1
1 4601 1
1 4629 1
1 4671 1
1 4673 1
1 4676 8
1 4680 1
1 4687 1
1 4705 2
1 4753 1
1 4782 1
1 4841 1
1 4905 1
1 4932 1
1 4988 1
1 5007 1
1 5029 1
1 5030 1
1 5041 1
1 5073 1
1 5085 1
1 5106 1
1 5109 2
1 5133 1
1 5142 1
1 5160 1
1 5177 4
1 5190 2
1 5197 1
1 5198 2
1 5205 1
1 5237 2
1 5246 1
2 80 1
2 86 1
2 91 1
2 96 1
2 110 1
2 164 1
2 181 9
2 250 2
2 296 1
2 324 2
2 420 1
2 422 1
2 435 1
2 474 1
2 475 1
2 485 1
2 489 2
2 513 1
2 554 1
2 559 1
2 587 1
2 618 1
2 690 1
2 695 1
2 829 2
2 830 1
2 856 1
2 865 1
2 905 1
2 1046 1
2 1068 2
2 1070 2
2 1083 1
2 1193 1
2 1196 1
2 1221 1
2 1312 1
2 1421 1
2 1451 1
2 1584 1
2 1620 1
2 1727 1
2 1812 1
2 1830 1
2 1855 8
2 1898 1
2 1903 1
2 1910 5
2 1956 1
2 1988 1
2 1991 1
2 2077 1
2 2078 1
2 2080 1
2 2130 2
2 2167 1
2 2171 1
2 2247 1
2 2263 1
2 2342 1
2 2448 1
2 2466 2
2 2479 1
2 2507 1
2 2569 2
2 2578 1
2 2605 1
2 2648 1
2 2656 1
2 2663 1
2 2687 2
2 2794 1
2 2839 1
2 2854 1
2 2879 1
2 2891 1
2 2910 2
2 2933 1
2 2986 1
2 3019 1
2 3033 1
2 3075 2
2 3128 1
2 3144 1
2 3150 1
2 3168 2
2 3276 1
2 3279 3
2 3293 1
2 3323 1
2 3331 1
2 3372 1
2 3664 1
2 3781 1
2 3855 1
2 3866 1
2 3922 1
2 3958 1
2 3987 1
2 3993 1
2 4013 1
2 4041 2
2 4089 1
2 4118 1
2 4148 1
2 4240 1
2 4425 1
2 4430 1
2 4485 1
2 4521 1
2 4557 2
2 4576 1
